iso3code,country,survey_year,year,subregion,region,sdg_region,unicef_region,who_region,wb_income_group,wb_region,who_database_reference_number,survey_sample_size,severe_wasting,wasting,overweight,stunting,underweight,nots,report_author,source,under_5_population,
BEN,BENIN,1996,1996,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,3300,2601,4.6,12.3,2.4,39.1,26.2,Age-adjusted;,"Kodjogbé N, Mboup G, Tossou J, de Souza L, Gandaho T, Guédémé A et al.","Enquête démographique et de santé 1996. Demographic and Health Surveys. Ministère du Plan, de la Restructuration Economique et de la Promotion de l'Emploi. Cotonou, Benin, 1997 (and additional analysis)."," 1,107.6 ",
BEN,BENIN,2001,2001,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,2357,4947,3.1,9,3,39.1,21.5,,Institut National de la Statistique et de l'Analyse Economique (INSAE) et ORC Macro.,"Enquête démographique et de santé au Bénin 2001. Demographic and Health Surveys. Calverton, Maryland, USA: Institut National de la Statistique et de l'Analyse Economique et ORC Macro, 2002 (and additional analysis)."," 1,252.4 ",
BEN,BENIN,2006,2006,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,2886,14628,3.1,8.4,11.4,44.7,20.2,,Institut National de la Statistique et de l'Analyse Économique (INSAE) [Bénin] et Macro International Inc.,"Enquête démographique et de santé (EDSB-III) - Bénin 2006. Demographic and Health Surveys. Calverton, Maryland, USA : Institut National de la Statistique et de l'Analyse Économique et Macro International Inc., 2007 (and additional analysis)."," 1,413.7 ",
BEN,BENIN,2014,2014,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,3262,,0.9,4.5,1.7,34,18,(pending reanalysis),Institut National de la Statistique et de l'Analyse Economique (INSAE).,"Enquête par grappes a indicateurs multiples (MICS) 2014, Résultats clés. Cotonou, Benin: INSAE, 2015."," 1,704.4 ",
BTN,BHUTAN,1986-88,1987,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,374,3273,,5.2,3.5,60.9,34,Converted estimates,Bhutan Directorate of Health Services,Bhutan Directorate of Health Services. Report on the national nutrition survey. Bhutan; December 1989., 86.9 ,
BTN,BHUTAN,1999,1999,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,2015,2996,0.8,2.5,3.9,47.7,14.1,,Ministry of Health and Education.,"National anthropometric survey of under five children in Bhutan. Division of Health Services. Thimpu, Bhutan, 1999 (and additional analysis).", 78.0 ,
BTN,BHUTAN,2008,2008,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,2967,2162,1.4,4.7,4.4,34.9,10.4,,"Zangmo U, de Onis M, Dorji T.",The nutritional status of children in Bhutan: results from the national nutrition survey of 2008 and trends over time. BMC Pediatrics 2012;12:151., 73.4 ,
BTN,BHUTAN,2010,2010,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,3077,6138,2,5.9,7.6,33.6,12.8,,National Statistics Bureau (NSB).,"Bhutan multiple indicator cluster survey (BMIS) 2010. Thimphu, Bhutan: NSB, May 2011 (and additional analysis).", 73.5 ,
BOL,BOLIVIA (PLURINATIONAL STATE OF),1988,1988,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,1263,151481,,,,,9.8,SVEN; converted estimate,Ministerio de Planeamiento y Coordinacion.,"Situacion alimentaria y nutricional de Bolivia 1992. La Paz: Instituto Nacional de Alimentacion y Nutricion, 1992 (and additional analysis)."," 1,027.0 ",
BOL,BOLIVIA (PLURINATIONAL STATE OF),1989,1989,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,232,2563,0.5,1.5,7.4,44,7.8,Age-adjusted;,Ministerio de Planeamiento y Coordinacion.,"Encuesta nacional de demografia y salud 1989. Demographic and Health Surveys. La Paz, Bolivia, 1990 (and additional analysis)."," 1,035.3 ",
BOL,BOLIVIA (PLURINATIONAL STATE OF),1990,1990,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,1263,490699,,,,,9.7,SVEN; converted estimate,Ministerio de Planeamiento y Coordinacion.,"Situacion alimentaria y nutricional de Bolivia 1992. La Paz: Instituto Nacional de Alimentacion y Nutricion, 1992 (and additional analysis)."," 1,045.3 ",
BOL,BOLIVIA (PLURINATIONAL STATE OF),1991,1991,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,1263,536952,,,,,10.2,SVEN; converted estimate,Ministerio de Planeamiento y Coordinacion.,"Situacion alimentaria y nutricional de Bolivia 1992. La Paz: Instituto Nacional de Alimentacion y Nutricion, 1992 (and additional analysis)."," 1,057.1 ",
BOL,BOLIVIA (PLURINATIONAL STATE OF),1992,1992,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,1546,666872,,,,,10.5,SVEN; converted estimate,Ministerio de Desarrollo Humano.,"Bolivia: mapa de la desnutricion 1990-1992. La Paz, Bolivia, 1994 (and additional analysis)."," 1,068.0 ",
BOL,BOLIVIA (PLURINATIONAL STATE OF),1993-94,1994,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,1359,2730,1.2,3.6,6.7,37.1,11,Age-adjusted;,Ministerio de Desarrollo Sostenible y Medio Ambiente.,"Encuesta nacional de demografia y salud 1994. Demographic and Health Surveys. La Paz, Bolivia, 1994 (and additional analysis)."," 1,089.7 ",
BOL,BOLIVIA (PLURINATIONAL STATE OF),1998,1998,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,1911,6005,0.7,1.6,10.7,33.1,5.9,,Ministerio de Haciendo and Instituto Nacional de Estadistica.,"Encuesta nacional de demografia y salud 1998. Demographic and Health Surveys. La Paz, Bolivia, 1998 (and additional analysis)."," 1,142.0 ",
BOL,BOLIVIA (PLURINATIONAL STATE OF),2003-04,2003,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,2666,9982,0.6,1.7,9.2,32.5,5.9,,"Gutiérrez Sardan M, Hernando Ochoa L, Castillo Guerra W.","Encuesta nacional de demografia y salud (ENDSA) 2003. Demographic and Health Surveys. La Paz, Bolivia: Instituto Nacional de Estadistica, Ministerio de Salud y Deportes, Programa Measure DHS+/ORC Macro, 2004 (and additional analysis)."," 1,180.8 ",
BOL,BOLIVIA (PLURINATIONAL STATE OF),2008,2008,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,2948,8527,0.5,1.4,8.7,27.2,4.5,,"Ministerio de Salud y Deportes (MSD), Programa Reforma de Salud (PRS), Instituto Nacional de Estadística (INE) y Macro International.","Encuesta nacional de demografía y salud ENDSA 2008. Demographic and Health Surveys. La Paz, Bolivia: MSD, PRS, INE y Macro International, 2009 (and additional analysis)."," 1,188.4 ",
BOL,BOLIVIA (PLURINATIONAL STATE OF),2012,2012,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,3300,10887,0.5,1.6,,18.1,3.6,(pending reanalysis),"Ministerio de Salud, Unidad de Análisis de Políticas Sociales y Económicas (UDAPE).",Encuesta de Evaluación de Salud y Nutrición 2012: Informe de Resultados," 1,189.4 ",
BIH,BOSNIA AND HERZEGOVINA,2000,2000,Southern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,2362,2598,3.5,7.4,16.3,12.1,4.2,,"State of Bosnia and Herzegovina - Agency for Statistics, Federation of Bosnia and Herzegovina, Republika Srpska, Organisation for Security and Co-operation in Europe, UNICEF","Household survey of women and children: Bosnia and Herzegovina 2000 (B&H MICS 2000): Draft final report, May 29, 2002. Sarajevo, Bosnia and Herzegovina: UNICEF, 2002 (and additional analysis).", 235.6 ,
BIH,BOSNIA AND HERZEGOVINA,2006,2006,Southern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,2826,3165,1.5,4,25.6,11.8,1.6,,"Jokic I, Lolic A, Fahrudin M, Niksic D, Pilav A, Prodanovic N et al.","Bosnia and Herzegovina multiple indicator cluster survey 2006. Sarajevo, Bosnia and Herzegovina: UNICEF, 2007 (and additional analysis).", 165.7 ,
BIH,BOSNIA AND HERZEGOVINA,2011-12,2012,Southern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,3158,2201,1.6,2.3,17.4,8.9,1.5,,"Agency for Statistics [Bosnia and Herzegovina], the Federal Ministry of Health, the Ministry of Health and Social Welfare [Republic of Srpska], and","Institute for Public Health [Federation of Bosnia and Herzegovina]. Bosnia and Herzegovina multiple indicator cluster survey (MICS) 2011-2012. Final report. Sarajevo, Federation of Bosnia and Herzegovina: UNICEF, 2013 (and additional analysis).", 179.6 ,
BWA,BOTSWANA,1996,1996,Southern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,2018,,,13.2,,35.1,15.1,Converted estimates,Central Statistics Office,"The 1996 Botswana family health survey III. Gaborone: Central Statistics Office, 1999 (and additional analysis).", 222.2 ,
BWA,BOTSWANA,2000,2000,Southern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,2353,2880,2.7,6,10.4,29.1,10.7,,"Charumbira, Republic of Botwana, Central Statistic Office (CSO), UNICEF","Multiple indicator survey (MIS) 2000. Full report. Gaborone, Botswana, 2001 (and additional analysis).", 221.0 ,
BWA,BOTSWANA,2007-08,2007,Southern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,3092,2623,3.2,7.2,11.2,31.4,11.2,,Central Statistics Office (CSO) and UNICEF.,"2007 Botswana family health survey IV report. Gaborone, Botswana: CSO, 2009 (and additional analysis by UNICEF).", 221.7 ,
BRA,BRAZIL,1989,1989,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,234,7276,,,,19.4,5.3,,"Monteiro CA, Benicio MH, Gouveia NC.","Growth and nutritional status of the Brazilian children: findings from the 1989 National Health and Nutrition Survey. Country Studies on Nutritional Anthropometry NUT/ANTREF/1/91. Geneva: World Health Organization, 1991 (and additional analysis)."," 18,121.6 ",
BRA,BRAZIL,1996,1996,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,1680,4145,1,2.8,6.6,13.5,4.5,,Sociedade Civil Bem-Estar Familiar no Brasil (BEMFAM) e MACRO International Inc.,"Pesquisa nacional sobre demografia e saude 1996. Demographic and Health Surveys. Rio de Janeiro, Brasil: Litografia Tucano Ltda., 1997 (and additional analysis)."," 17,560.2 ",
BRA,BRAZIL,2002-03,2002,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,2779,17107,,,,,3.7,,"Laboratório de Avaliaçao Nutricional de Populaçoes, Universidade de Sao Paulo (LANPOP-USP).","Pesquisa de orçamentos familiares (POF - 2002-03). Rio de Janeiro, Brazil, 2007 (http://www.ibge.gov.br/home/estatistica/populacao/condicaodevida/pof/2003medidas/default.shtm)."," 17,389.6 ",
BRA,BRAZIL,2006-07,2007,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,2870,4415,0.4,1.6,7.3,7.1,2.2,,Centro Brasileiro de Análise e Planejamento [CEBRAP].,"Pesquisa nacional de demografia e saúde da criança e da mulher - PNDS 2006. Relatório da pesquisa. Sao Paulo: CEBRAP, 2008 (http://bvsms.saude.gov.br/bvs/pnds/index.php and additional analysis)."," 15,733.4 ",
BRN,BRUNEI DARUSSALAM,2009,2009,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,High Income,East Asia & Pacific,3245,1126,0.4,2.9,8.3,19.7,9.6,,"Ministry of Health, Brunei Darussalam.","2nd National health and nutritional status survey (NHANSS). Phase 1: 0-5 years old. Brunei Darussalam, January 2013.", 31.4 ,
BGR,BULGARIA,2004,2004,Eastern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,2768,315,1.3,3.2,13.6,8.8,1.6,Age interval 1-5; unadjusted;,"Baykova D, Duleva V,  Petrova S, Angelova K, Jordanov B, Vatralova K, Ovcharova D.","National monitoring of dietary intake and nutritional status of Bulgarian population, 2004. Department of Nutrition and Public Health, National Center of Public Health Protection, Sofia, Bulgaria (and additional analysis).", 322.1 ,
BFA,BURKINA FASO,1992-93,1993,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,968,5094,5.9,15.5,2.8,40.7,29.6,,"Konaté DL, Sinaré T, Seroussi M.","Enquête démographique et de santé, Burkina Faso 1993. Demographic and Health Surveys. Ouagadougou, Burkina Faso, 1994 (and additional analysis)."," 1,794.9 ",
BFA,BURKINA FASO,1998-99,1999,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,2137,4991,5.5,15.7,1.9,45.5,33.7,,"Institut National de la Statistique et de la Démographie, et Macro International Inc.","Enquête démographique et de santé, Burkina Faso 1998-1999. Demographic and Health Surveys. Calverton, Maryland (USA): Macro International Inc., 2000 (and additional analysis)."," 2,113.6 ",
BFA,BURKINA FASO,2003,2003,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,2626,9381,9.7,21.2,5.4,43.1,35.2,,Institut National de la Statistique et de le Démographie (INSD) et ORC Macro.,"Enquête démographique et de santé du Burkina Faso 2003. Demographic and Health Surveys. Calverton, Maryland, USA: INSD et ORC Macro, 2004 (and additional analysis)."," 2,360.7 ",
BFA,BURKINA FASO,2006,2006,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,2918,5077,12.1,24.4,6.9,42.4,37.6,,Institut National de la Statistique et de la Démographie et UNICEF.,"Burkina Faso, suivi de la situation des enfants et des femmes. Enquête par grappes à indicateurs multiples 2006.  Burkina Faso, 2008 (accessed 29 June 2009 at http://www.childinfo.org/mics3_surveys.html and additional analysis)."," 2,564.7 ",
BFA,BURKINA FASO,2009,2009,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,3039,15318,2.7,11.3,,35.1,26,,Ministry of Health.,"Enquête nutritionnelle nationale 2009. Ouagadougou, Burkina Faso: Direction de la Nutrition, 2009 (and additional analysis)."," 2,773.7 ",
BFA,BURKINA FASO,2010,2010,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,3136,7216,5.9,15.4,2.8,35.1,26.2,,Institut National de la Statistique et de la Démographie (INSD) et ICF International.,"Enquête démographique et de santé et à indicateurs multiples du Burkina Faso 2010. Demographic and Health Surveys and MICS. Calverton, Maryland, USA: INSD, 2012 (and additional analysis)."," 2,842.9 ",
BFA,BURKINA FASO,2011,2011,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,3296,20517,2.4,10.2,,34.1,24.4,(pending reanalysis),"Direction de la Nutrition, Ministère de la Santé.","Rapport enquête nutritionnelle nationale 2011. Ouagadougou, Burkona Faso, 2012."," 2,921.0 ",
BFA,BURKINA FASO,2012,2012,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,3297,19063,1.8,10.9,,32.9,24.4,(pending reanalysis),"Direction de la Nutrition, Ministère de la Santé.","Enquête nutritionnelle nationale 2012. Rapport final. Ouagadougou, Burkina Faso, 2012."," 2,986.5 ",
